,KEY,FREQ,ADJUSTMENT,REF_AREA,COUNTERPART_AREA,REF_SECTOR,COUNTERPART_SECTOR,CONSOLIDATION,ACCOUNTING_ENTRY,STO,INSTR_ASSET,MATURITY,EXPENDITURE,UNIT_MEASURE,CURRENCY_DENOM,VALUATION,PRICES,TRANSFORMATION,CUST_BREAKDOWN,TIME_PERIOD,OBS_VALUE,OBS_STATUS,CONF_STATUS,PRE_BREAK_VALUE,COMMENT_OBS,EMBARGO_DATE,OBS_EDP_WBB,TIME_FORMAT,COLL_PERIOD,COMMENT_TS,COMPILING_ORG,CURRENCY,CUST_BREAKDOWN_LB,DATA_COMP,DECIMALS,DISS_ORG,GFS_ECOFUNC,GFS_TAXCAT,LAST_UPDATE,REF_PERIOD_DETAIL,REF_YEAR_PRICE,REPYEAREND,REPYEARSTART,TABLE_IDENTIFIER,TIME_PER_COLLECT,TITLE,TITLE_COMPL,UNIT_MULT,COMMENT_DSET
0,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,1999-Q1,1044590.472773,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
1,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,1999-Q2,1101842.196114,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
2,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,1999-Q3,1069973.489252,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
3,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,1999-Q4,1120819.65238,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
4,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2000-Q1,1086815.569076,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
5,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2000-Q2,1153681.102401,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
6,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2000-Q3,1115351.257795,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
7,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2000-Q4,1172510.806437,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
8,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2001-Q1,1153130.509647,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
9,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2001-Q2,1221775.464957,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
10,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2001-Q3,1172030.635604,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
11,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2001-Q4,1227356.825193,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
12,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2002-Q1,1187611.522525,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
13,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2002-Q2,1268943.82348,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
14,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2002-Q3,1201111.061808,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
15,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2002-Q4,1269066.339624,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
16,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2003-Q1,1231842.36594,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
17,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2003-Q2,1308661.287982,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
18,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2003-Q3,1256328.886615,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
19,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2003-Q4,1307538.366646,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
20,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2004-Q1,1277313.518519,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
21,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2004-Q2,1363324.036347,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
22,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2004-Q3,1299069.724552,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
23,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2004-Q4,1359013.248728,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
24,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2005-Q1,1309229.62436,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
25,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2005-Q2,1408252.727511,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
26,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2005-Q3,1333238.154795,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
27,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2005-Q4,1406786.155771,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
28,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2006-Q1,1366651.692529,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
29,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2006-Q2,1472759.601042,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
30,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2006-Q3,1396175.165495,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
31,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2006-Q4,1476252.88156,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
32,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2007-Q1,1426995.435529,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
33,QSA.Q.N.I9.W0.S1M.S1._Z.B.B6G._Z._Z._Z.XDC._T.S.V.N._T,Q,N,I9,W0,S1M,S1,_Z,B,B6G,_Z,_Z,_Z,XDC,_T,S,V,N,_T,2007-Q2,1543492.07392,A,F,,,,,P3M,,"Euro area 20 (fixed composition) as of 1 January 2023, reporting institutional sector Households and non profit institutions serving households (NPISH) - Disposable income, gross - Not applicable - Not applicable - Counterpart area World (all entities, including reference area, including IO), counterpart institutional sector Total economy - Balance (Credits minus Debits) - Not applicable- Current prices - Domestic currency (incl. conversion to current currency made using a fixed parity)- Neither seasonally adjusted nor calendar adjusted - Total - ESA 2010",4D0,,,,2,,,,,,,,,,S,Gross disposable income of households,,6,
